title,authorName,synopsis,category,price,stock,coverImageUrl
The Pathfinder,James Fenimore Cooper,"Vigorous, self-reliant, amazingly resourceful, and moral, Natty Bumppo is the prototype of the Western hero. A faultless arbiter of wilderness justice, he hates middle-class hypocrisy. But he finds his love divided between the woman he has pledged to protect on a treacherous journey and the untouched forest that sustains him in his beliefs. A fast-paced narrative full of adventure and majestic descriptions of early frontier life, Indian raiders, and defenseless outposts, The Pathfinder set the standard for epic action literature.",Infantiles,41.50,24,https://covers.openlibrary.org/b/id/8980913-M.jpg
Jude the Obscure,Thomas Hardy,"Hardy's last work of fiction, Jude the Obscure is also one of his most gloomily fatalistic, depicting the lives of individuals who are trapped by forces beyond their control. Jude Fawley, a poor villager, wants to enter the divinity school at Christminster. Sidetracked by Arabella Donn, an earthy country girl who pretends to be pregnant by him, Jude marries her and is then deserted. He earns a living as a stonemason at Christminster; there he falls in love with his independent-minded cousin, Sue Bridehead. Out of a sense of obligation, Sue marries the schoolmaster Phillotson, who has helped her. Unable to bear living with Phillotson, she returns to live with Jude and eventually bears his children out of wedlock. Their poverty and the weight of society's disapproval begin to take a toll on Sue and Jude; the climax occurs when Jude's son by Arabella hangs Sue and Jude's children and himself. In penance, Sue returns to Phillotson and the church. Jude returns to Arabella and eventually dies miserably. The novel's sexual frankness shocked the public, as did Hardy's criticisms of marriage, the university system, and the church. Hardy was so distressed by its reception that he wrote no more fiction, concentrating solely on his poetry.Please Note:  This book is easy to read in true text, not scanned images that can sometimes be difficult to decipher.  The Microsoft eBook has a contents page linked to the chapter headings for easy navigation. The Adobe eBook has bookmarks at chapter headings and is printable up to two full copies per year.  Both versions are text searchable.",Infantiles,44.83,89,https://covers.openlibrary.org/b/id/12973053-M.jpg
Tom Sawyer Abroad,Mark Twain,Tom's plan to become famous involves Huck Finn and his friend Jim in a crusade to the Holy Land by balloon ascension.,Infantiles,48.99,10,https://covers.openlibrary.org/b/id/9162125-M.jpg
Little Lord Fauntleroy,Frances Hodgson Burnett,"Cedric himself knew nothing whatever about it. It had never been even mentioned to him. He knew that his papa had been an Englishman, because his mamma had told him so; but then his papa had died when he was so little a boy that he could not remember very much about him, except that he was big, and had blue eyes and a long mustache, and that it was a splendid thing to be carried around the room on his shoulder.


----------
###German-language description:
Der siebenjährige ***Cedric*** lebt mit seiner verwitweten Mutter in New York in ärmlichen Verhältnissen, als sich das Leben des Jungen schlagartig ändert: Er soll ein ***Lord*** werden! Sein Großvater, der mürrische ***Graf von Dorincourt***, möchte seinen einzigen Enkel zu sich nach England holen und dort zu seinem standesgemäßen Erben erziehen lassen. So macht sich die kleine Familie auf den Weg in die Alte Welt.",Infantiles,7.16,73,https://covers.openlibrary.org/b/id/29376-M.jpg
Brave New World,Aldous Huxley,"Originally published in 1932, this outstanding work of literature is more crucial and relevant today than ever before. Cloning, feel-good drugs, antiaging programs, and total social control through politics, programming, and media -- has Aldous Huxley accurately predicted our future? With a storyteller's genius, he weaves these ethical controversies in a compelling narrative that dawns in the year 632 AF (After Ford, the deity). When Lenina and Bernard visit a savage reservation, we experience how Utopia can destroy humanity. A powerful work of speculative fiction that has enthralled and terrified readers for generations, Brave New World is both a warning to be heeded and thought-provoking yet satisfying entertainment. - Container.",Natura,17.98,25,https://covers.openlibrary.org/b/id/8231823-M.jpg
De rerum natura,Titus Lucretius Carus,"This is regarded as a seminal text of Epicurean science and philosophy. Epicurians discarded both the idea of immortality and the superstitious worship of wilful gods for a life of serene contentment in the available pleasures of nature. Lucretius (c100-c55BC), in elucidating this belief, steers the reader through an extraordinary breadth of subject matter, ranging from the indestructibility of atoms and the discovery of fire to the folly of romantic love and the phenomena of clouds and rainstorms.",Natura,43.71,3,https://covers.openlibrary.org/b/id/566208-M.jpg
Walden,Henry David Thoreau,"Walden first published in 1854 as Walden; or, Life in the Woods) is a book by American transcendentalist writer Henry David Thoreau. The text is a reflection upon the author's simple living in natural surroundings. The work is part personal declaration of independence, social experiment, voyage of spiritual discovery, satire, and—to some degree—a manual for self-reliance.

Walden details Thoreau's experiences over the course of two years, two months, and two days in a cabin he built near Walden Pond amidst woodland owned by his friend and mentor Ralph Waldo Emerson, near Concord, Massachusetts.

Thoreau makes precise scientific observations of nature as well as metaphorical and poetic uses of natural phenomena. He identifies many plants and animals by both their popular and scientific names, records in detail the color and clarity of different bodies of water, precisely dates and describes the freezing and thawing of the pond, and recounts his experiments to measure the depth and shape of the bottom of the supposedly ""bottomless"" Walden Pond.

(Source: [Wikipedia](https://en.wikipedia.org/wiki/Walden))",Natura,9.24,41,https://covers.openlibrary.org/b/id/11248037-M.jpg
On Liberty,John Stuart Mill,Book digitized by Google from the library of the New York Public Library and uploaded to the Internet Archive by user tpb.,Natura,16.71,14,https://covers.openlibrary.org/b/id/966821-M.jpg
Poems,William Wordsworth,"The aim of this edition is to present all textual evidence of Wordsworth's work on the lyric and shorter narrative poems he composed between 1800 and 1807, the primary fruits of which appeared in 1807 under the title Poems in Two Volumes. - Preface.",Natura,17.49,82,https://covers.openlibrary.org/b/id/102874-M.jpg
Heidi,Johanna Spyri,"***The famous Swiss classic about Heidi, a five-year-old orphan girl*** who goes to live with her grandfather, and his goats, in an alm (Alpine pasture)...up the Alps. **One of the most loved classics ...both by children and adults, alike.**

***Little orphan Heidi goes to live high in the Alps with her gruff grandfather and brings happiness to all who know her on the mountain. When Heidi goes to Frankfurt to work in a wealthy household, she dreams of returning to the mountains and meadows, her friend Peter, and her beloved grandfather.***",Natura,8.83,30,https://covers.openlibrary.org/b/id/2668686-M.jpg
The song of Hiawatha,Henry Wadsworth Longfellow,"From the book:The Song of Hiawatha is based on the legends and stories of many North American Indian tribes, but especially those of the Ojibway Indians of northern Michigan, Wisconsin, and Minnesota. They were collected by Henry Rowe Schoolcraft, the reknowned historian, pioneer explorer, and geologist. He was superintendent of Indian affairs for Michigan from 1836 to 1841.          Schoolcraft married Jane, O-bah-bahm-wawa-ge-zhe-go-qua (The Woman of the Sound Which the Stars Make Rushing Through the Sky), Johnston. Jane was a daughter of John Johnston, an early Irish fur trader, and O-shau-gus-coday-way-qua (The Woman of the Green Prairie), who was a daughter of Waub-o-jeeg (The White Fisher), who was Chief of the Ojibway tribe at La Pointe, Wisconsin.  Jane and her mother are credited with having researched, authenticated, and compiled much of the material Schoolcraft included in his Algic Researches (1839) and a revision published in 1856 as The Myth of Hiawatha. It was this latter revision that Longfellow used as the basis for The Song of Hiawatha.",Natura,32.41,45,https://covers.openlibrary.org/b/id/8237825-M.jpg
Essays,Ralph Waldo Emerson,Sin descripción disponible,Natura,23.25,31,https://covers.openlibrary.org/b/id/8235340-M.jpg
Bambi (First Colouring Tall),Felix Salten,Describes the life of a deer in the forest as he grows into a beautiful stag.,Natura,20.50,72,https://covers.openlibrary.org/b/id/7153939-M.jpg
L'Évolution créatrice,Henri Bergson,"French philosopher Henri Bergson's Creative Evolution was published in 1907 and translated into English in 1911. Very popular at the time, it gives an alternate mechanism for evolution - that it is motivated by an ""elan vital"" a vital impetus, also graspable as our natural creative urge. It also looks at Bergson's conception of time, a subjective ""duration"" (rather than the quantifiable time of a clock) that is best understood not through the intellect but through our creative intuition, an idea that influenced Marcel Proust and other modernist thinkers.",Natura,8.81,73,https://covers.openlibrary.org/b/id/6774245-M.jpg
South: the story of Shackleton's 1914-1917 expedition,Sir Ernest Henry Shackleton,"""One of the most harrowing survival stories of all time""—Sebastian Junger, author of The Perfect StormVeteran explorer Sir Ernest Shackleton's excruciating and inspiring expedition to Antarctica aboard the Endurance has long captured the public imagination. South is his own first-hand account of this epic adventure.As war clouds darkened over Europe in 1914, a party led by Shackleton set out to make the first crossing of the entire Antarctic continent via the Pole. But their initial optimism was short-lived as ice floes closed around their ship, gradually crushing it and marooning twenty-eight men on the polar ice. Alone in the world's most unforgiving environment, Shackleton and his team began a brutal quest for survival. And as the story of their journey across treacherous seas and a wilderness of glaciers and snow fields unfolds, the scale of their courage and heroism becomes movingly clear.* First time published as a Penguin Classic* Includes a selection of Frank Hurley's famous photographs* Features a new Introduction by Fergus Fleming",Natura,43.29,77,https://covers.openlibrary.org/b/id/6418091-M.jpg
Watership Down,Richard Adams,"*Watership Down* is the compelling tale of a group of wild rabbits struggling to hold onto their place in the world—soon to be a BBC and Netflix animated miniseries starring James McAvoy, Nicholas Hoult, and Oscar and Grammy award-winning Sir Ben Kingsley.

A phenomenal worldwide bestseller for more than forty years, Richard Adams's *Watership Down* is a timeless classic and one of the most beloved novels of all time. Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of brothers, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.",Natura,38.22,82,https://covers.openlibrary.org/b/id/6450196-M.jpg
A week on the Concord and Merrimack Rivers,Henry David Thoreau,Thoreau's first book excels at depicting nature around his trip in words.,Natura,43.22,14,https://covers.openlibrary.org/b/id/8244612-M.jpg
The Worst Journey in the World,Apsley Cherry-Garrard,"The Worst Journey in the World is a 1922 memoir by Apsley Cherry-Garrard of Robert Falcon Scott's Terra Nova expedition to the South Pole in 1910–1913. It has earned wide praise for its frank treatment of the difficulties of the expedition, the causes of its disastrous outcome, and the meaning of human suffering under extreme conditions.


----------
Contains:

 - [Worst Journey in the World: 1/2](https://openlibrary.org/works/OL18027997W)
 - [Worst Journey in the World: 2/2](https://openlibrary.org/works/OL24569906W)",Natura,28.54,36,https://covers.openlibrary.org/b/id/12819590-M.jpg
Cosmos,Alexander von Humboldt,Sin descripción disponible,Natura,40.73,9,https://covers.openlibrary.org/b/id/8242805-M.jpg
The expression of emotions in man and animals,Charles Darwin,"Many works have been written on Expression, but a greater number on Physiognomy, - that is, on the recognition of character through the study of the permanent form of the features. With this latter subject I am not here concerned. The older treatises,[1] which I have consulted, have been of little or no service to me. The famous `Conferences'[2] of the painter Le Brun, published in 1667, is the best known ancient work, and contains some good remarks.",Natura,47.41,57,https://covers.openlibrary.org/b/id/10708716-M.jpg
The Maine woods,Henry David Thoreau,"The Maine Woods is a characteristically Thoreauvian book: a personal account of exploration, of exterior and interior discovery in a natural setting, conveyed in taut, workmanlike prose. Thoreau's evocative renderings of the life of the primitive forest--its mountains, waterways, fauna, flora, and inhabitants--are valuable in themselves. But his impassioned protest against despoilment in the name of commerce and sport, which even by the 1850s threatened to deprive Americans of the ""tonic of wildness,"" makes The Maine Woods an especially vital book for our time. This edition presents Thoreau's fullest account of the wilderness as he intended it.",Natura,45.80,35,https://covers.openlibrary.org/b/id/10873097-M.jpg
Cape Cod,Henry David Thoreau,"Thoreau's account of his travels and explorations on Cape Cod is considered his most genial book, and one of his most appealing. Published in 1865 after his death, Thoreau's CAPE COD remains an indispensable guide to the area.",Natura,41.89,15,https://covers.openlibrary.org/b/id/1468928-M.jpg
La ciudad de las bestias,Isabel Allende,"When fifteen-year-old Alexander Cold accompanies his individualistic grandmother on an expedition to find a humanoid Beast in the Amazon, he experiences ancient wonders and a supernatural world as he tries to avert disaster for the Indians.

""Alexander Cold, un joven de quinces años, está a punto de embarcarse con su temeraria abuela, en el viaje de su vida.""",Natura,35.90,20,https://covers.openlibrary.org/b/id/35590-M.jpg
A Girl of the Limberlost,Gene Stratton-Porter,Wherein Elnora goes to high school and learns many lessons not found in her books,Natura,49.33,78,https://covers.openlibrary.org/b/id/8999923-M.jpg
